Name,Team,POS,ADP,PA,mSB,mHR,mOBP,m2B,mRBIR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Corbin Carroll ","ARI","OF",14.899999618530273,607.366,6.855045299860487,1.8398310272880076,1.4413004429953673,-0.2804991877092103,3.682480323713482,13.538157906148134,11.481534371855295,26.01969227800343,"Corbin Carroll","25878",682998
"Yordan Alvarez ","HOU","DH",33.06999969482422,550.801,-2.6815350036380066,3.328414788217739,7.567541410545229,1.6508153213224899,3.4127772077667915,13.27801372421424,10.734127022810306,25.012140747024546,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr. ","SDP","OF",14.170000076293945,579.399,3.090166011711994,2.6526415771204257,2.8900745829288352,0.7072996191844684,2.7409256486596725,12.081107439605397,11.481534371855295,24.562641811460693,"Fernando Tatis Jr.","19709",665487
"Julio Rodríguez ","SEA","OF",9.600000381469727,617.685,3.572719620524532,3.211475720018161,-0.5985724553199747,1.0199941969813817,3.8083103756758905,11.01392745787999,11.481534371855295,23.495461829735287,"Julio Rodriguez","23697",677594
"Ketel Marte ","ARI","2B/DH",32.27000045776367,601.272,-2.050332847697645,1.5153853221216311,3.6839631116776066,4.231389819705941,2.8787794170697447,10.259184822877277,11.589105296632862,22.848290119510143,"Ketel Marte","13613",606466
"Matt Olson ","ATL","1B",49.040000915527344,651.293,-3.6700176262658553,3.6907238817714796,1.632785571056976,3.26145214241857,4.60743681601257,9.52238078499374,12.02022694533313,22.54260773032687,"Matt Olson","14344",621566
"Francisco Lindor ","NYM","SS",26.469999313354492,644.192,3.6883875342096197,1.7140720758411885,-0.3628868377981095,2.8972307882475143,2.6715956600640407,10.608399220564253,10.734127022810306,22.34252624337456,"Francisco Lindor","12916",596019
"Pete Alonso ","BAL","1B",24.360000610351562,642.471,-3.0899322932582955,5.527836982848594,-0.23079285401759922,1.7463771530123846,5.262936120750865,9.216425109335947,12.02022694533313,22.23665205466908,"Pete Alonso","19251",624413
"Kyle Tucker ","LAD","OF",13.149999618530273,562.259,2.050096454057884,1.9548623287004736,4.310857527868436,-1.4085542535373967,2.7766695545859474,9.683931611675344,11.481534371855295,22.165465983530638,"Kyle Tucker","18345",663656
"Cal Raleigh ","SEA","C/DH",18.040000915527344,614.647,-1.325595681055854,6.476539726112787,-1.1041926958598283,-2.9428075464744468,4.202374914796617,5.306318717519275,13.322677754385305,19.628996471904582,"Cal Raleigh","21534",663728
"Jackson Chourio ","MIL","OF",19.1200008392334,594.109,3.307093716164634,0.8393994180760292,-2.6793810710155057,4.469594208739554,1.0723441911463254,7.009050463111036,11.481534371855295,19.49058483496633,"Jackson Chourio","28806",694192
"Zach Neto ","LAA","SS",29.719999313354492,598.581,5.017727128221062,1.5314125040576136,-2.6669515251687046,3.0441545533293355,0.6511015904436473,7.5774442508829525,10.734127022810306,19.311571273693257,"Zach Neto","31347",687263
"Maikel Garcia ","KCR","3B",66.31999969482422,620.014,4.733729778140373,-3.769834285012444,0.06346066950736129,5.53081407991188,-0.42351025784849394,6.134659984698675,11.582806534683135,18.71746651938181,"Maikel Garcia","22715",672580
"Kyle Schwarber ","PHI","DH",23.969999313354492,626.373,-1.910483668320194,7.295753708509999,2.1056849650565623,-5.651948581453602,5.084764971754178,6.923771395546944,10.734127022810306,18.65789841835725,"Kyle Schwarber","16478",656941
"Brent Rooker ","ATH","OF/DH",44.18000030517578,607.999,-2.2141956186533895,3.480503994456754,-0.549331967495302,1.6338600431517842,3.3241458074649866,5.6749822589248335,11.481534371855295,18.15651663078013,"Brent Rooker","19627",667670
"Rafael Devers ","SFG","1B/DH",58.84000015258789,624.627,-3.278480152984593,2.697924957144818,1.1817012004258152,1.2465920701338806,2.524591967393136,4.372330042113057,12.02022694533313,17.392556987446188,"Rafael Devers","17350",646240
"Mookie Betts ","LAD","SS",58.619998931884766,591.152,-1.3801381325817954,-0.00817874597628113,2.360897097345954,2.1276354218786713,2.0540089926228284,5.154224633289376,10.734127022810306,16.88835165609968,"Mookie Betts","13611",605141
"Trea Turner ","PHI","SS",26.280000686645508,609.394,4.792571701433688,-1.827992551019859,-0.9010866769484439,2.1345494075327256,0.4388098611969606,4.63685174219507,10.734127022810306,16.370978765005376,"Trea Turner","16252",607208
"Wyatt Langford ","TEX","OF",40.83000183105469,558.778,2.3387624151924142,0.014081228934806064,1.6186293435981285,-0.39713266232569855,0.04753978252567773,3.6218801079253287,11.481534371855295,16.103414479780625,"Wyatt Langford","33333",694671
"William Contreras ","MIL","C/DH",55.16999816894531,586.014,-1.9481999344182406,-0.9763441070864409,2.8435612553804455,1.7441541276522254,0.10148040571501597,1.7646517472430052,13.322677754385305,16.08732950162831,"William Contreras","20503",661388
"Yandy Díaz ","TBR","1B/DH",137.4600067138672,614.32,-2.966002545885754,-0.7296170521990974,3.38347678954114,2.5304598626181973,0.5321595165798367,2.750476570654323,12.02022694533313,15.770703515987451,"Yandy Diaz","16578",650490
"Randy Arozarena ","SEA","OF",89.45999908447266,631.303,3.1778574914571225,-0.3708695546311309,-1.3985736928128587,0.8979287536176117,0.44239763902027196,2.748740636651017,11.481534371855295,15.230275008506313,"Randy Arozarena","19290",668227
"George Springer ","TOR","OF/DH",92.94999694824219,608.582,0.36683476012983185,1.508347045585711,0.2674618523802816,-0.9009493335692369,1.491221714428164,2.732916038954752,11.481534371855295,15.214450410810045,"George Springer","12856",543807
"Jarren Duran ","BOS","OF",67.06999969482422,576.529,2.8133893783984436,-3.0954176990890936,-1.7774949557831627,5.566206653160064,-1.011825497487466,2.4948578791987854,11.481534371855295,14.976392251054081,"Jarren Duran","24617",680776
"CJ Abrams ","WSN","SS",64.75,593.992,5.82780481377269,-1.2737810426940317,-3.233433057620177,2.7309654465857767,-0.8529800555415269,3.1985761045027323,10.734127022810306,14.932703127313037,"CJ Abrams","25768",682928
"Alex Bregman ","CHC","3B",118.4000015258789,638.238,-3.064172376582698,0.38245328459239475,0.941063548017146,1.9882033778552395,1.9768687944814805,2.2244166283635627,11.582806534683135,14.807223163046697,"Alex Bregman","17678",608324
"Ian Happ ","CHC","OF",182.6999969482422,629.693,-1.3854782408278967,-0.20436413357776417,0.06810022221241459,3.0830041194045474,0.7405649823412948,2.3018269495525954,11.481534371855295,14.783361321407895,"Ian Happ","17919",664023
"Manny Machado ","SDP","3B",37.529998779296875,594.006,-1.0736386601573824,1.684350055934475,-1.3272772374763786,0.8975174311286558,1.6546679013191703,1.8356194907485401,11.582806534683135,14.418426025431673,"Manny Machado","11493",592518
"Brandon Nimmo ","TEX","OF",143.82000732421875,641.893,-0.7573658848109471,0.16460152141078682,-0.26920530180298785,1.2456045821737536,1.2071694704816618,1.5908043874522673,11.481534371855295,14.072338759307561,"Brandon Nimmo","12927",607043
"Josh Naylor ","SEA","1B/DH",64.47000122070312,570.12,1.0088514159861286,0.11109266618854945,-1.0947485565688393,0.36456123042896293,0.5614041699207095,0.9511609259555109,12.02022694533313,13.97138787128864,"Josh Naylor","18839",647304
"Austin Riley ","ATL","3B",62.400001525878906,616.633,-3.1356754571074616,2.022999282966916,-2.2445927310970895,2.067879055859081,2.5702265576780916,1.2808367082995373,11.582806534683135,13.863643242982672,"Austin Riley","18360",663586
"Vinnie Pasquantino ","KCR","1B/DH",76.76000213623047,560.055,-3.557439672651374,1.3678330263004619,-0.2482291438826445,2.110761780232491,1.049975616143441,0.7229016061423749,12.02022694533313,13.743128551475506,"Vinnie Pasquantino","27676",686469
"Riley Greene ","DET","OF/DH",77.83999633789062,582.17,-2.9123667677091998,1.3032997213783901,-1.0373015286696994,1.4011708293231429,1.0633370640127882,-0.1818606816645778,11.481534371855295,12.299673690190717,"Riley Greene","25976",682985
"Brice Turang ","MIL","2B",51.36000061035156,613.003,4.8140327068570965,-3.3654216923189755,-1.040725868892227,0.3863738818089431,-1.2462785475731148,-0.4520195201182776,11.589105296632862,12.137085776514585,"Brice Turang","22186",668930
"Junior Caminero ","TBR","3B",16.700000762939453,518.637,-2.438713339306831,4.242053926314993,-1.7813137731565167,-2.302602931612384,1.596996703179225,-0.6835794145815143,11.582806534683135,11.89922712010162,"Junior Caminero","28163",691406
"Nick Kurtz ","ATH","1B",18.389999389648438,493.199,-2.7665730044948567,3.7698424236607253,1.6758330593008497,-4.085759708095395,0.23157453856195565,-1.1750826910667205,12.02022694533313,11.84514425426641,"Nick Kurtz","35110",701762
"Jackson Merrill ","SDP","OF",70.62000274658203,585.596,-1.7238165772621294,0.1366594907785262,-2.336610592806464,2.5856069048684174,0.6664393902206396,-0.6717213842010102,11.481534371855295,11.809812987654285,"Jackson Merrill","29490",701538
"Masyn Winn ","STL","SS",313.75,648.973,0.2355499324928219,-2.540103098818535,-2.896210259513577,5.426278510256823,-0.15902022869482332,0.06649485572271013,10.734127022810306,11.800621878533015,"Masyn Winn","27479",691026
"James Wood ","WSN","OF/DH",34.5,500.886,0.43403892940240735,0.006024775889783335,1.6626586297091295,-1.0724017344046792,-1.7614167051765608,-0.7310961045799199,11.481534371855295,11.750438267275376,"James Wood","29518",695578
"Matt Chapman ","SFG","3B",165.9499969482422,592.738,-1.0987606304782536,-0.03599380781431684,-1.2294913129711094,1.2324359827945053,0.054467426492967305,-1.077342341976207,11.582806534683135,11.505464192706928,"Matt Chapman","16505",656305
"Bo Bichette ","NYM","SS",95.72000122070312,584.856,-2.160056097472244,-1.8845122649739396,-0.16264459338952764,3.9223170777182697,-0.026455903875006705,-0.3113517819924477,10.734127022810306,11.422775240817858,"Bo Bichette","19612",666182
"Ezequiel Tovar ","COL","SS",207.69000244140625,612.02,-0.833369501907493,-0.8066579964299747,-4.9556563152385165,5.882275017326315,0.22724600064079634,-0.48616279560887293,10.734127022810306,11.247964227201432,"Ezequiel Tovar","24064",678662
"Geraldo Perdomo ","ARI","SS",76.19000244140625,562.356,2.216007667795931,-4.244122172247429,3.4945228608882437,-0.27868905477117106,-1.9999122031054184,-0.8121929014398427,10.734127022810306,10.921934121370462,"Geraldo Perdomo","22799",672695
"Corey Seager ","TEX","SS",95.69000244140625,515.276,-3.1650289967846605,1.282693575665965,2.4907424486189345,-1.6185265344836204,0.025028410395497247,-0.9850910965878845,10.734127022810306,10.74903592622242,"Corey Seager","13624",608369
"Taylor Ward ","BAL","OF",149.74000549316406,610.312,-2.3830959798022473,1.170290609165798,-1.5296313366716507,-0.3990260017214274,1.2819455828488875,-1.8595171261806402,11.481534371855295,10.622017245674654,"Taylor Ward","17548",621493
"Jose Altuve ","HOU","2B/OF/DH",115.69000244140625,589.296,0.12542375237342862,-0.781514940299704,-0.7876527559986587,-0.23029115519278975,-0.30827297612064003,-1.9823080752383642,11.589105296632862,10.6067972213945,"Jose Altuve","5417",514888
"Gleyber Torres ","DET","2B",249.60000610351562,637.404,-2.3549851823649575,-1.9764360545559065,1.1500685012014153,1.2540822212591063,-0.13554497595539497,-2.0628154904157374,11.589105296632862,10.526289806217125,"Gleyber Torres","16997",650402
"Jazz Chisholm Jr. ","NYY","2B/3B",19.920000076293945,545.576,5.088692834830102,1.5853030743809606,-2.70794327323404,-5.769075015083573,-0.6770693652370011,-2.480091744343551,11.589105296632862,10.10901355228931,"Jazz Chisholm Jr.","20454",665862
"Willy Adames ","SFG","SS",129.22999572753906,620.458,-0.3722096366961013,0.6277383945109292,-2.6771422364051736,0.16504313442151064,0.5454039501365386,-1.7111663940322968,10.734127022810306,10.022960628778009,"Willy Adames","15986",642715
"Cody Bellinger ","NYY","OF",79.7699966430664,573.919,-0.8425046182539954,0.5796139866259493,-1.4584277038017062,-1.6584467949766484,0.777959980051929,-2.6018051503544726,11.481534371855295,9.879729221500822,"Cody Bellinger","15998",641355
"Seiya Suzuki ","CHC","OF/DH",95.30999755859375,557.35,-1.780642887948294,0.2801423154370218,-0.47080800162406133,-0.786457247788382,0.038207395268855186,-2.7195584266548605,11.481534371855295,9.761975945200433,"Seiya Suzuki","30116",673548
"Munetaka Murakami ","CHW","1B",999,587.261,-1.207375341363078,4.037812085668487,-0.8194250727444871,-7.042077300140161,1.749330496955796,-3.2817351316234435,12.02022694533313,9.738491813709686,"Munetaka Murakami","sa3063258",808959
"Oneil Cruz ","PIT","OF",95.02999877929688,512.016,4.960363683839968,-0.3789680610347504,-1.7936461132424426,-3.6932246093124244,-2.1408975918488284,-3.0463726915984792,11.481534371855295,9.435161680256817,"Oneil Cruz","21711",665833
"Pete Crow-Armstrong ","CHC","OF",32.13999938964844,499.983,5.079490776955729,-0.7737560956385972,-4.464228614095269,-1.1246679492990437,-2.108078547915328,-3.3912404299925103,11.481534371855295,9.090293941862786,"Pete Crow-Armstrong","27769",691718
"Steven Kwan ","CLE","OF",169.0399932861328,593.645,1.6855284091489855,-4.80384630978239,1.5749702490538384,0.6344547203769917,-2.5581245191696658,-3.46701745037224,11.481534371855295,9.014516921483056,"Steven Kwan","24610",680757
"Nico Hoerner ","CHC","2B",104.51000213623047,585.13,3.9755417058151896,-5.9746413313397735,0.1376791126130341,1.5460348420938563,-3.3274073515482048,-3.6427930223658977,11.589105296632862,8.946312274266965,"Nico Hoerner","21479",663538
"Roman Anthony ","BOS","OF",52.220001220703125,511.079,-1.2450246659332531,-3.009430307175968,3.181517096275559,0.36785338027377495,-3.021596891153336,-3.726681387713223,11.481534371855295,8.754852984142074,"Roman Anthony","31812",701350
"Bryan Reynolds ","PIT","OF/DH",203.5500030517578,605.663,-2.2621553798405167,-1.0762806789179644,-1.9388097141818479,1.6499094698868881,-0.1796722632300041,-3.8070085662834456,11.481534371855295,8.67452580557185,"Bryan Reynolds","19326",668804
"Jeremy Peña ","HOU","SS",111.26000213623047,565.065,1.0059966320726483,-2.2227385322651094,-1.6495906118059276,1.030035489498033,-1.5373496669849012,-3.373646689485257,10.734127022810306,8.360480333325048,"Jeremy Pena","21636",665161
"Marcus Semien ","NYM","2B",258.0199890136719,668.308,-0.8935207886741963,-0.22263874404337128,-3.93844218388073,-0.3176218273040722,1.1413112370434135,-4.230912306858955,11.589105296632862,8.358192989773908,"Marcus Semien","12533",543760
"Eugenio Suárez ","CIN","3B",101.02999877929688,567.503,-3.0754234377545604,4.375401891551663,-3.7978143615371214,-3.5502523660042766,1.4020320170245006,-4.646056256719795,11.582806534683135,7.93675027796334,"Eugenio Suarez","12552",553993
"Teoscar Hernández ","LAD","OF",129.33999633789062,548.266,-2.1367814250556694,1.4530145302935555,-3.7571964968109484,-0.9608721125042061,0.16983461394079194,-5.232000890136476,11.481534371855295,7.249533481718819,"Teoscar Hernandez","13066",606192
"Shea Langeliers ","ATH","C",54.7400016784668,492.493,-2.309880044944115,1.873539220358635,-3.2023150422320077,-2.434626461035116,-1.0100197088152023,-7.0833020366678054,13.322677754385305,7.2393757177175,"Shea Langeliers","25816",669127
"Salvador Perez ","KCR","C/1B/DH",91.72000122070312,563.481,-3.861185153803704,1.6140077264970054,-4.714561935264774,-0.7869517767350276,0.5155097681958126,-7.233181371110686,13.322677754385305,7.0894963832746205,"Salvador Perez","7304",521692
"Byron Buxton ","MIN","OF",72.25,488.814,0.8267182521901837,1.2981271582709855,-2.742526303132406,-3.383081172906937,-1.6116959005001628,-5.6124579660783365,11.481534371855295,6.869076405776959,"Byron Buxton","14161",621439
"Nolan Schanuel ","LAA","1B",570.72998046875,558.658,-2.056546238602796,-2.6994428701825393,3.288736684138031,-2.531340623667353,-2.1787085853573838,-6.17730163367204,12.02022694533313,6.84292531166109,"Nolan Schanuel","33189",694384
"Spencer Torkelson ","DET","1B",182.74000549316406,569.68,-3.365331780797808,0.5176677719760144,-2.5113453675865225,-0.33350641105696116,-0.9858562532539448,-6.678372040719222,12.02022694533313,6.341854904613908,"Spencer Torkelson","27465",679529
"Alec Burleson ","STL","1B/OF/DH",176.25999450683594,540.963,-2.0777721479426754,-0.8311653998706865,-0.6915864770819634,-1.4961314051554198,-1.1347708491491508,-6.231426279199895,11.481534371855295,6.2501080926554,"Alec Burleson","27615",676475
"Xander Bogaerts ","SDP","SS",239.49000549316406,554.843,1.1518577371828524,-3.6041772095969242,-0.5574006934643849,0.2588764696978915,-2.879038254892877,-5.6298819510734415,10.734127022810306,6.104245071736863,"Xander Bogaerts","12161",593428
"Adley Rutschman ","BAL","C",150.8300018310547,544.55,-3.6483550755964504,-2.1843656512639766,0.5280434758559701,-1.3329117338317535,-1.6945306299157967,-8.33211961475201,13.322677754385305,5.990558139633299,"Adley Rutschman","26288",668939
"Luis Arraez ","SFG","1B/DH",282.989990234375,591.681,-0.8567449069102662,-6.783678400956564,0.8640073969486287,2.706601653814371,-3.0540262179269244,-7.1238404750307565,12.02022694533313,5.8963864703023745,"Luis Arraez","18568",650333
"Michael Busch ","CHC","1B",105.9800033569336,517.57,-2.866287775190305,0.5708369654557395,-0.5314998477487164,-2.953095318497839,-1.4184591587503919,-7.198505134731513,12.02022694533313,5.821721810601618,"Michael Busch","26319",683737
"Jakob Marsee ","MIA","OF",137.57000732421875,524.252,6.814776607754753,-4.401935487566213,-0.9542143383487918,-4.258281233415491,-4.459689902156933,-7.259344353732674,11.481534371855295,5.22219001812262,"Jakob Marsee","31370",805300
"Ozzie Albies ","ATL","2B",154.1300048828125,548.959,-0.7088688297816947,-2.2603471743455885,-2.4728597988826464,0.45790160669186214,-2.441509344328077,-7.425683540646144,11.589105296632862,5.163421755986719,"Ozzie Albies","16556",645277
"Brendan Donovan ","SEA","2B",269.6600036621094,544.974,-2.0017014291710624,-4.327057056429332,1.2219401696958554,0.9212218519712009,-3.3035304818882563,-7.489126945821595,11.589105296632862,5.099978350811268,"Brendan Donovan","24679",680977
"Luke Keaschall ","MIN","2B",124.2300033569336,479.307,2.6257820631534585,-5.273894490624228,1.316076890112317,-1.3525829963761002,-4.922525141124716,-7.60714367485927,11.589105296632862,4.9819616217735945,"Luke Keaschall","33321",807712
"Michael Harris II ","ATL","OF",100.16000366210938,492.535,1.2212450330294529,-1.2601274493634638,-3.2389343488880806,-2.3617831321608027,-2.5739040975592298,-8.213503994942124,11.481534371855295,4.26803037691317,"Michael Harris II","25931",671739
"Tyler Soderstrom ","ATH","1B/OF",83.16999816894531,462.956,-2.389309370707398,-0.12261725677621953,-1.013397607695143,-3.1251238848044527,-2.5664816218799915,-9.216929741863204,12.02022694533313,3.803297203469926,"Tyler Soderstrom","27467",691016
"Hunter Goodman ","COL","C/DH",64.4800033569336,468.571,-3.198278437295655,0.7431934643831013,-3.8302955339591436,-2.0930419731551164,-2.190951951552938,-10.569374431579751,13.322677754385305,3.753303322805555,"Hunter Goodman","29715",696100
"Ceddanne Rafaela ","BOS","2B/OF",129.63999938964844,502.85,1.847241204000249,-2.892066661798249,-4.658973667505214,0.645978029800416,-3.7890858346202188,-8.846906930123016,11.589105296632862,3.7421983665098466,"Ceddanne Rafaela","24262",678882
"Ben Rice ","NYY","C/1B/DH",53.4900016784668,464.664,-2.7404772591495306,0.4835350017272463,-0.751423383653237,-5.397365079720455,-2.217623281662331,-10.623354002458306,13.322677754385305,3.699323751927,"Ben Rice","29576",700250
"Xavier Edwards ","MIA","2B/SS",186.07000732421875,557.51,4.56845659083065,-7.471917602363304,1.7435621854795917,-2.691679467635163,-4.362219458840178,-8.213797752528404,10.734127022810306,3.520329270281901,"Xavier Edwards","22266",669364
"Bryson Stott ","PHI","2B",186.9199981689453,527.762,3.144574420034997,-4.120738022483676,-1.4678271327438084,-2.8721856730271296,-3.966153776643872,-9.282330184863488,11.589105296632862,3.306775111769374,"Bryson Stott","26294",681082
"Will Smith ","LAD","C",98.31999969482422,472.159,-3.1054487148448127,-1.8259998687971193,1.1337738864484537,-4.740944625207908,-3.04427783487218,-11.582897157273568,13.322677754385305,2.73978059711174,"Will Smith","19197",669257
"Lawrence Butler ","ATH","OF",156.80999755859375,478.008,1.3410437834846696,-1.4505895366036108,-2.878589797854715,-3.0674241312296426,-3.823594644560055,-9.879154326763356,11.481534371855295,2.602380045091941,"Lawrence Butler","22542",671732
"Andy Pages ","LAD","OF",134.35000610351562,485.715,-1.1018505104752632,-0.6788643094018186,-3.5690822351192732,-2.1536209841526186,-2.489054837837334,-9.992472876986307,11.481534371855295,2.489061494868989,"Andy Pages","24816",681624
"Alec Bohm ","PHI","3B",246.5,532.437,-3.164592435528734,-3.3835689296311404,-1.0891633124336835,-0.030360166763217546,-2.472470042313295,-10.14015488667007,11.582806534683135,2.442651648013065,"Alec Bohm","21618",664761
"Jacob Wilson ","ATH","SS",190.3300018310547,474.569,-2.4249097720536827,-4.598036364091285,1.1305742192052348,1.1953965496573329,-4.69887360290762,-9.39584897019002,10.734127022810306,2.3382780526202858,"Jacob Wilson","33266",805779
"Kazuma Okamoto ","TOR","3B",999,516.096,-3.175138208450009,-0.16213366564381093,-2.139542136764168,-2.393965192088701,-2.3794317639996616,-10.250210966946351,11.582806534683135,2.332595567736784,"Kazuma Okamoto","sa3063134",672960
"Caleb Durbin ","BOS","3B",224.30999755859375,445.419,2.0200714171884258,-5.504720928010595,0.10162377508687821,-1.0974233291717819,-6.412361782015399,-10.892810846922472,11.582806534683135,1.6899956877606628,"Caleb Durbin","29646",702332
"Drake Baldwin ","ATL","C",80.69000244140625,485.094,-3.6210502589591473,-1.7295399775157416,0.26563658623275294,-4.78020708370524,-2.845932625058067,-12.711093359005444,13.322677754385305,1.6115843953798628,"Drake Baldwin","31539",686948
"Iván Herrera ","STL","DH",169.89999389648438,472.125,-1.6547316393213216,-2.7551991539344014,2.580229193088869,-4.779136389287424,-3.7672368824972167,-10.376074871951495,10.734127022810306,1.358052150858811,"Ivan Herrera","20599",671056
"Willson Contreras ","BOS","1B",168.1199951171875,456.372,-2.831594127267005,-1.5266972197610136,-0.008982622043958695,-3.7540516697498325,-3.598773459039863,-11.720099097861672,12.02022694533313,1.300127847471458,"Willson Contreras","11609",575929
"Kevin McGonigle ","DET","SS",999,474.019,-0.5069539640581759,-4.096824218373925,0.6135308636653359,-1.7444602931633733,-4.999419410880165,-10.734127022810306,10.734127022810306,1,"Kevin McGonigle","sa3022895",805808
"Adolis García ","PHI","OF",217.22000122070312,500,-0.7827898927432189,-0.02518124234433552,-4.992426352489529,-2.8186839207327328,-2.8624529635454796,-11.481534371855295,11.481534371855295,1,"Adolis Garcia","19287",666969
"Isaac Paredes ","HOU","3B",236.8300018310547,472.152,-3.5397738354755623,-0.6931106933449145,1.1084895625244195,-5.65820476511196,-2.8002068032751173,-11.582806534683135,11.582806534683135,1,"Isaac Paredes","20036",670623
"Luis García Jr. ","WSN","2B",252.25,458.648,0.17371934223028354,-3.1626217966412784,-2.5106183632412677,-1.4541529622844476,-4.635431516696153,-11.589105296632862,11.589105296632862,1,"Luis Garcia Jr.","20391",671277
"Jake Burger ","TEX","1B",238.22000122070312,502.812,-3.378497201512236,0.9697381420177255,-4.578167356673271,-3.486216362179747,-1.5470841669856024,-12.02022694533313,12.02022694533313,1,"Jake Burger","22275",669394
"Agustín Ramírez ","MIA","C/DH",83.4000015258789,426.497,-0.5905812282666552,-2.293164968419773,-2.634666891804492,-2.8670001837865886,-4.937264482107797,-13.322677754385305,13.322677754385305,1,"Agustin Ramirez","26546",682663
"Heliot Ramos ","SFG","OF",219.00999450683594,525.737,-2.0619869192879006,-1.5025294780628144,-1.9340367000878986,-3.175331917320873,-3.123030946399271,-11.79691596115876,11.481534371855295,0.6846184106965365,"Heliot Ramos","22515",671218
"Dylan Crews ","WSN","OF",170.77000427246094,503.312,3.254230407987332,-2.3366675504512786,-3.766760164629035,-4.574762490003861,-4.507898311496726,-11.931858108593568,11.481534371855295,0.5496762632617269,"Dylan Crews","33541",686611
"Luis Robert Jr. ","NYM","OF",106.58000183105469,477.447,4.480261608301723,-1.9368767836112837,-4.95178477478491,-5.358761993151984,-4.253311858109062,-12.020473801355518,11.481534371855295,0.4610605704997769,"Luis Robert Jr.","20043",673357
"Kyle Stowers ","MIA","OF",132.1699981689453,494.469,-2.740007066982473,-0.7295321367634694,-2.0681728211274395,-3.5378247750784144,-2.9878546241259984,-12.063391424077796,11.481534371855295,0.4181429477775006,"Kyle Stowers","26151",669065
"Yainer Diaz ","HOU","C/DH",110.48999786376953,481.416,-3.4307895048626826,-1.4569492983729402,-3.4320809533610572,-2.2355196875166197,-3.3721583846080154,-13.927497828721316,13.322677754385305,0.39517992566399207,"Yainer Diaz","23003",673237
"Andrés Giménez ","TOR","2B",372.2200012207031,524.773,1.64633398443311,-4.387858934494374,-3.4139803038782652,-1.825946104105254,-4.231787670285987,-12.213239028330769,11.589105296632862,0.3758662683020948,"Andres Gimenez","19950",665926
"Royce Lewis ","MIN","3B",183.86000061035156,468.763,-0.91461217436955,-0.8471505284480724,-3.09027003326708,-3.6033427958097164,-3.781573119089703,-12.236948650984122,11.582806534683135,0.34585788369901194,"Royce Lewis","20437",668904
"Miguel Vargas ","CHW","1B/3B",294.69000244140625,491.677,-1.9510883492428526,-3.0462334656956314,-1.061868143341828,-1.777301725020132,-4.432147906229721,-12.268639589530165,11.582806534683135,0.31416694515296906,"Miguel Vargas","20178",678246
