Name,Team,POS,ADP,IP,mW,mERA,mWHIP,mSO,mSVHLD,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Cole Ragans ","KCR","SP",47.25,172.018,5.393790685648146,0.9734466890194992,-1.1412174504057937,6.712876090132229,-4.7941748572060945,7.144721157187987,9.543075301912923,17.68779645910091,"Cole Ragans","21846",666142
"Cade Smith ","CLE","RP",40.279998779296875,70,-3.6290636428382466,3.4559049379156597,2.6119560475323813,-3.0705356340612764,6.499519084223378,5.867780792771896,9.570001239713715,16.43778203248561,"Cade Smith","27867",671922
"Jhoan Duran ","PHI","RP",41.810001373291016,70,-3.3972400524761586,5.384516212502489,1.2892307081007406,-3.454954054579908,5.976258979361952,5.797811792909117,9.570001239713715,16.36781303262283,"Jhoan Duran","21029",661395
"George Kirby ","SEA","SP",65.08999633789062,178.218,5.255241288299351,-3.7807144843343634,4.765016419831631,3.763210968499445,-4.7941748572060945,5.208579335089968,9.543075301912923,15.751654637002892,"George Kirby","25436",669923
"Bryan Woo ","SEA","SP",35.029998779296875,195.095,6.059531410156915,-6.327558176305927,4.037829659825133,5.508390977515537,-4.7941748572060945,4.484019013985561,9.543075301912923,15.027094315898482,"Bryan Woo","30279",693433
"Max Fried ","NYY","SP",50.400001525878906,189.434,6.564028863084853,1.8186183406182568,-5.503226175404211,4.227019009649896,-4.7941748572060945,2.312265180742701,9.543075301912923,12.855340482655624,"Max Fried","13743",608331
"Logan Webb ","SFG","SP",58.7599983215332,199.392,6.3233543263041945,1.0128953796856202,-5.182714753420947,4.850483235684984,-4.7941748572060945,2.209843331047759,9.543075301912923,12.75291863296068,"Logan Webb","17995",657277
"Griffin Jax ","TBR","RP",153.3699951171875,68,-3.7513866658046933,3.8214071768949047,2.6590753228868462,-3.2777437513848535,2.6046320949057824,2.055984177497986,9.570001239713715,12.625985417211703,"Griffin Jax","20253",643377
"Andrés Muñoz ","SEA","RP",40.9900016784668,64,-3.903779802583266,3.6904606739920527,-0.20054451919141925,-3.666471270391636,5.960932624820183,1.8805977066459139,9.570001239713715,12.450598946359628,"Andres Munoz","20373",662253
"Aroldis Chapman ","BOS","RP",63.13999938964844,62,-4.027918411239132,2.902323929358891,-0.67170196959548,-3.21782679192274,6.424179827302184,1.409056583903724,9.570001239713715,11.979057823617438,"Aroldis Chapman","10233",547973
"David Bednar ","NYY","RP",64.25,65,-3.9198928212207393,0.9117138366327622,1.0248601561962818,-3.809126457872838,6.886510285840262,1.0940649995757286,9.570001239713715,11.664066239289443,"David Bednar","19569",670280
"Devin Williams ","NYM","RP",60.7400016784668,64,-3.914786672464654,2.12822364013594,-0.9117694125769676,-3.616784913284067,7.316148756013442,1.0010313978236927,9.570001239713715,11.571032637537408,"Devin Williams","15816",642207
"Josh Hader ","HOU","RP",118.38999938964844,61,-4.183829093112895,0.5202357731108651,1.5242208126714263,-3.457439744565431,6.088570199511651,0.49175794761561653,9.570001239713715,11.061759187329331,"Josh Hader","14212",623352
"Shane McClanahan ","TBR","SP",198.49000549316406,142.175,2.3466086256234795,-0.0033266314061872917,0.3434761993296659,2.491382928080671,-4.7941748572060945,0.38396626442153353,9.543075301912923,10.927041566334456,"Shane McClanahan","21483",663556
"Dylan Cease ","TOR","SP",74.44999694824219,177.809,5.500000960515893,-4.459881560911544,-4.345311084549482,6.563570035383582,-4.7941748572060945,-1.5357965067676462,9.543075301912923,9.007278795145275,"Dylan Cease","18525",656302
"Jesús Luzardo ","PHI","SP",72.86000061035156,180.975,5.529503754526095,-5.3300888505162325,-3.15249272722129,5.679949934023684,-4.7941748572060945,-2.067302746393837,9.543075301912923,8.475772555519086,"Jesus Luzardo","19959",666200
"Ryan Walker ","SFG","RP",155.16000366210938,63,-4.214580153010592,0.526770901446166,-0.8288221019938016,-4.687143389559776,6.496052876586706,-2.707721866531297,9.570001239713715,7.862279373182417,"Ryan Walker","20423",676254
"Shohei Ohtani ","LAD","SP",1.2400000095367432,116.914,2.0072134093000455,-1.6795045751655586,0.9529824100298835,0.7742675542789431,-4.7941748572060945,-2.7392160587627816,9.543075301912923,7.803859243150142,"Shohei Ohtani","19755",660271
"Yoshinobu Yamamoto ","LAD","SP",26.940000534057617,154.428,4.508139816078921,-1.99883696003113,-3.751323130372372,2.866561119291001,-4.7941748572060945,-3.169634012239675,9.543075301912923,7.373441289673249,"Yoshinobu Yamamoto","33825",808967
"Jeff Hoffman ","TOR","RP",103.41000366210938,63,-4.126866072810433,-0.36396263134245993,-0.08967860541042781,-4.012570059916574,5.3495221816499345,-3.2435551878299607,9.570001239713715,7.326446051883756,"Jeff Hoffman","17432",656546
"Joe Ryan ","MIN","SP",79.45999908447266,172.8,4.17010703300417,-10.744398300559276,2.646812450066166,5.010859026600757,-4.7941748572060945,-3.7107946480942777,9.543075301912923,6.8322806538186445,"Joe Ryan","21390",657746
"Garrett Cleavinger ","TBR","RP",531.4199829101562,66,-4.025421879464143,1.1636411989155622,-0.2253636607542238,-3.429303758583573,2.333588787646897,-4.18285931223948,9.570001239713715,6.387141927474234,"Garrett Cleavinger","17897",664076
"Jeremiah Estrada ","SDP","RP",605.8900146484375,70,-3.6544813014125643,1.2961017213744999,0.19317225018012957,-2.73490711228939,0.29478379873818406,-4.605330643409141,9.570001239713715,5.9646705963045745,"Jeremiah Estrada","22210",669093
"Abner Uribe ","MIL","RP",160.0500030517578,72,-3.5883269969181324,1.8661595514451943,-3.8144298019269387,-3.203302946806153,3.994136232046914,-4.745763962159117,9.570001239713715,5.824237277554598,"Abner Uribe","25327",682842
"Bryan Abreu ","HOU","RP",189.5500030517578,68,-3.740720133696706,1.0723637294870474,-0.36115095770908034,-3.0613673653560887,1.285471345037572,-4.805403382237255,9.570001239713715,5.764597857476459,"Bryan Abreu","16609",650556
"Grant Taylor ","CHW","RP",490.3599853515625,93.7429,-2.25241899253623,-0.12816911338776343,-3.3946976307762515,-1.4968346930871628,1.8997021025417096,-5.372418327245699,9.570001239713715,5.197582912468016,"Grant Taylor","33927",691799
"Jose A. Ferrer ","SEA","RP",747.1599731445312,70,-3.6446093416737946,2.325667380235783,-1.4953978066830984,-4.7266381737924545,1.8014595598465966,-5.7395183820669695,9.570001239713715,4.8304828576467465,"Jose A. Ferrer","24017",678606
"Matt Brash ","SEA","RP",738.969970703125,63,-4.031549582617969,2.5918288544997274,-0.9510869911537283,-4.117569727393835,0.48984244189449827,-6.018535004771306,9.570001239713715,4.551466234942409,"Matt Brash","25756",666374
"Trevor Megill ","MIL","RP",140.74000549316406,66,-4.054357353672422,-0.6265748193636473,-0.04643346147492497,-3.608991823901095,1.9017410577421314,-6.434616400669957,9.570001239713715,4.135384839043758,"Trevor Megill","17722",656730
"Ryan Helsley ","BAL","RP",85.4000015258789,64,-4.079207692444816,-1.1380158220713423,-2.2806903038771185,-4.070281243942565,5.123098175434757,-6.445096886901085,9.570001239713715,4.12490435281263,"Ryan Helsley","18138",664854
"Hunter Brown ","HOU","SP",37.15999984741211,184.176,5.515659744557547,-6.811163568360724,-6.682341804071243,5.880523649641545,-4.7941748572060945,-6.89149683543897,9.543075301912923,3.651578466473952,"Hunter Brown","25880",686613
"Nathan Eovaldi ","TEX","SP",138.86000061035156,174.547,4.553075223718566,-6.962739702314985,-3.488910006326254,3.5834911917297023,-4.7941748572060945,-7.109258150399065,9.543075301912923,3.4338171515138574,"Nathan Eovaldi","9132",543135
"Daniel Palencia ","CHC","RP",104.43000030517578,67,-4.024173884115418,-2.360400834638641,-3.656999968299812,-4.146680840531447,6.876621280200005,-7.311634247385312,9.570001239713715,3.2583669923284027,"Daniel Palencia","27914",694037
"Fernando Cruz ","NYY","RP",999,61,-4.1955169090798545,0.41189438286159774,-1.0682887664158112,-3.6718268468030346,1.0090588674038012,-7.514679272033302,9.570001239713715,3.055321967680414,"Fernando Cruz","7048",518585
"Raisel Iglesias ","ATL","RP",101.61000061035156,66,-4.052882105756403,-3.1501726646895825,-1.3979641745769316,-4.4304086920609675,5.405389440713168,-7.626038196370717,9.570001239713715,2.943963043342997,"Raisel Iglesias","17130",628452
"Sonny Gray ","BOS","SP",135.27000427246094,181.357,5.124861079667241,-8.27883685961853,-4.712950381517155,5.0338803212409635,-4.7941748572060945,-7.627220697433574,9.543075301912923,2.9158546044793487,"Sonny Gray","12768",543243
"Tyler Glasnow ","LAD","SP",120.05999755859375,138.55,3.171891473923618,-4.747349792588449,-4.208280201653075,2.784095487793878,-4.7941748572060945,-7.793817889730123,9.543075301912923,2.749257412182801,"Tyler Glasnow","14374",607192
"Gabe Speier ","SEA","RP",747.010009765625,58,-4.407823291454156,1.1002280667317994,0.9486798464229741,-4.816490134314272,-0.8083170532053195,-7.983722565818973,9.570001239713715,2.5862786738947428,"Gabe Speier","17170",642100
"Pete Fairbanks ","MIA","RP",113.0199966430664,62,-4.444928765995432,-1.8532322996269155,-2.582795004731007,-4.887917741096488,5.6201919046113895,-8.148681906838453,9.570001239713715,2.4213193328752616,"Pete Fairbanks","17998",664126
"Will Vest ","DET","RP",521.6500244140625,68,-3.884829914397404,0.9322695352042797,-1.745154844489379,-4.5652146852821955,0.7644198517458659,-8.498510057218832,9.570001239713715,2.0714911824948827,"Will Vest","19769",676684
"Louis Varland ","TOR","RP",742.6900024414062,67,-3.896177122052192,-0.2318049127947433,-0.23283619898112495,-4.634947558877521,0.44134972551971746,-8.554416067185864,9.570001239713715,2.0155851725278513,"Louis Varland","27691",686973
"Garrett Whitlock ","BOS","RP",654.0599975585938,70,-3.7790738741254772,-1.1049252613552052,-0.9420440061640706,-3.950654669129004,1.1530419906664342,-8.623655820107324,9.570001239713715,1.9463454196063914,"Garrett Whitlock","20191",676477
"Blake Snell ","LAD","SP",156.1300048828125,141.694,3.4475152912439624,-3.5690826765338683,-7.57081070958084,3.7592946041503223,-4.7941748572060945,-8.72725834792652,9.543075301912923,1.8158169539864029,"Blake Snell","13543",605483
"Hunter Harvey ","CHC","RP",747.1199951171875,52,-4.8124651546966986,0.008657540853509378,0.22502353810406492,-5.47082454433173,1.1918498723897952,-8.857758747681059,9.570001239713715,1.7122424920326567,"Hunter Harvey","15507",640451
"Framber Valdez ","DET","SP",83.79000091552734,190.384,5.5526521338927175,-1.92024683489481,-11.815147689003766,3.9522673286053873,-4.7941748572060945,-9.024649918606567,9.543075301912923,1.5184253833063568,"Framber Valdez","17295",664285
"Edwin Uceta ","TBR","RP",523.1500244140625,62,-4.4469710631746056,-2.3212492608763107,-1.100009851419196,-4.3815858621907635,2.876524656253947,-9.373291381406927,9.570001239713715,1.196709858306788,"Edwin Uceta","20539",670955
"Robert Suarez ","ATL","RP",207.75,67,-3.9096802531697987,-1.4450546602726178,-1.5543171264137672,-4.269552960512563,1.7776034761247717,-9.401001524243975,9.570001239713715,1.1689997154697394,"Robert Suarez","30115",663158
"Robert Garcia ","TEX","RP",238.9199981689453,64,-4.186779318406162,-1.5558112521832361,-3.0911116438627477,-4.5356718085259,3.9485664016218434,-9.420807621356202,9.570001239713715,1.149193618357513,"Robert Garcia","23363",676395
"Brandon Woodruff ","MIL","SP",129.9499969482422,167.715,3.362297742818792,-11.324317140277861,-0.7404107355857328,3.953529688337976,-4.7941748572060945,-9.543075301912923,9.543075301912923,1,"Brandon Woodruff","16162",605540
"A.J. Minter ","NYM","RP",999,52,-4.751870963015398,0.36569108994126276,-0.48159037446561365,-5.372587648958112,0.6703566567841455,-9.570001239713715,9.570001239713715,1,"A.J. Minter","18655",621345
"Adrian Morejon ","SDP","RP",730.8300170898438,68,-3.884716558652528,-0.05873369884147682,-2.068767400217895,-4.523250066790103,0.8511767230558795,-9.684291001446127,9.570001239713715,0.885710238267589,"Adrian Morejon","20039",670970
"José Alvarado ","PHI","RP",747.2000122070312,64,-4.033932488109311,0.7843567673523197,-2.822153933899828,-4.214559204007545,0.43914103292976664,-9.847147825734599,9.570001239713715,0.7228534139791172,"Jose Alvarado","17780",621237
"Chris Martin ","TEX","RP",679.1799926757812,54,-4.747332134061238,-0.6524830206040548,0.28804092979781093,-5.73737515596375,0.5806093286495443,-10.268540052181688,9.570001239713715,0.301461187532027,"Chris Martin","11847",455119
"Ben Brown ","CHC","SP/RP",731.510009765625,69.747,-3.4984572637939237,-0.7982380103039305,-0.1271035075344187,-3.8254005312176993,-2.2462463358463545,-10.495445648696327,9.543075301912923,0.04762965321659429,"Ben Brown","23590",676962
"Tanner Scott ","LAD","RP",722.010009765625,63,-4.007606901420899,-0.7627553824153057,-3.0515811120261236,-4.264325449581283,1.5017010613720412,-10.584567784071568,9.570001239713715,-0.01456654435785465,"Tanner Scott","17586",656945
"Dylan Lee ","ATL","RP",999,65,-4.057307578965688,-2.0613351606685586,-1.166192860719234,-4.419698149073791,1.000121444407944,-10.704412305019327,9.570001239713715,-0.1344110653056123,"Dylan Lee","19996",669276
"Alex Vesia ","LAD","RP",743.0800170898438,61,-4.210381661829833,-2.731302674780842,-1.9239579646351752,-4.111414656485131,1.744301081319438,-11.23275587641154,9.570001239713715,-0.6627546366978259,"Alex Vesia","25007",681911
"Luke Weaver ","NYM","RP",731.4000244140625,67,-4.000231202918348,-3.0312617441998815,-1.501200026391266,-4.424334119454052,1.332298852549829,-11.624728240413718,9.570001239713715,-1.0547270007000038,"Luke Weaver","16918",596133
"Matt Strahm ","KCR","RP",735.0900268554688,66,-4.109504788285466,-3.5813723687033674,-1.0557192850646888,-4.355808110549931,1.2278710226661198,-11.87453352993733,9.570001239713715,-1.3045322902236158,"Matt Strahm","13799",621381
"Freddy Peralta ","NYM","SP",56.36000061035156,168.291,4.389788843342252,-10.035519392671166,-6.358543470207066,4.675343324418498,-4.7941748572060945,-12.123105552323576,9.543075301912923,-1.5800302504106543,"Freddy Peralta","18679",642547
"Yimi García ","TOR","RP",999,56,-4.629093975991904,-1.550908585924101,-1.0790824504084282,-5.0974764698158435,0.19263300201152225,-12.163928480128753,9.570001239713715,-1.5939272404150389,"Yimi Garcia","12095",554340
"Spencer Strider ","ATL","SP",107.70999908447266,160.846,3.8425127178537997,-10.226151425484211,-5.850230764939325,4.854120295320327,-4.7941748572060945,-12.173924034455506,9.543075301912923,-1.6308487325425842,"Spencer Strider","27498",675911
"Drew Rasmussen ","TBR","SP",138.75,171.003,3.955076325210043,-8.400293040203339,-5.742462019232022,2.726679464207777,-4.7941748572060945,-12.255174127223635,9.543075301912923,-1.7120988253107137,"Drew Rasmussen","25385",656876
"Jared Koenig ","MIL","RP",999,65,-4.170439317740166,-1.2284441093631027,-2.9479866378700366,-4.668711107957122,0.7292481986195222,-12.286332974310906,9.570001239713715,-1.71633173459719,"Jared Koenig","27517",657649
"Chase Burns ","CIN","SP",99.80999755859375,96.5384,-1.0161395958111992,-4.421676988481046,-1.3807927755398826,-1.3317985383663438,-4.572406050811686,-12.722813949010156,9.543075301912923,-2.179738647097233,"Chase Burns","35333",695505
"Camilo Doval ","NYY","RP",695.4600219726562,64,-4.089079922722356,-0.49038528890499766,-4.622399531761067,-4.244070369311619,0.6221017347951725,-12.823833377904869,9.570001239713715,-2.2538321381911524,"Camilo Doval","21992",666808
"Bryan Baker ","TBR","RP",999,63,-4.403624800273396,-2.487725248008077,-2.100913524367396,-4.470015076212034,0.5086346799920054,-12.953643968868896,9.570001239713715,-2.3836427291551825,"Bryan Baker","19804",641329
"Kyle Bradish ","BAL","SP",73.51000213623047,145.078,2.972408088197663,-7.078085802898237,-6.160495834078712,2.1076121529900633,-4.7941748572060945,-12.95273625299532,9.543075301912923,-2.409660951082396,"Kyle Bradish","24586",680694
"Orion Kerkering ","PHI","RP",999,63,-4.205615850847148,-1.3208645974326056,-2.7212263930101988,-4.666824886385673,-0.1130042841076729,-13.027536011783297,9.570001239713715,-2.457534772069583,"Orion Kerkering","31776",689147
"Jason Adam ","SDP","RP",999,60,-4.483736199942481,-2.3774211158488274,-2.0504633576113522,-4.861683832412187,0.6259756767577638,-13.147328829057086,9.570001239713715,-2.5773275893433705,"Jason Adam","11861",592094
"Emilio Pagán ","CIN","RP",113.0199966430664,66,-4.341442004931201,-7.010293810082065,-3.1454480575287085,-4.315138173078267,5.582879413340791,-13.229442632279449,9.570001239713715,-2.659441392565734,"Emilio Pagan","14771",641941
"Caleb Thielbar ","CHC","RP",999,66,-4.108824112738666,-2.928083331913669,-2.7691324536395516,-4.580545952759142,0.7398845348951077,-13.646701316155921,9.570001239713715,-3.0767000764422043,"Caleb Thielbar","10078",573204
"Riley O'Brien ","STL","RP",253.47000122070312,63,-4.36050524886194,-1.6167571827371374,-5.880100252373893,-5.020605470293004,3.171423723153723,-13.706544431112253,9.570001239713715,-3.1365431913985375,"Riley O'Brien","20348",676617
"Kenley Jansen ","DET","RP",137.8699951171875,60,-4.672326883148236,-5.682306216160214,-2.842606620719588,-5.119130208079077,4.288661471588556,-14.027708456518562,9.570001239713715,-3.457707216804848,"Kenley Jansen","3096",445276
"Bryan King ","HOU","RP",999,67,-4.05617293936184,-3.3027358522670327,-3.12091901248129,-4.786275828540789,1.2314731012346471,-14.034630531416303,9.570001239713715,-3.4646292917025887,"Bryan King","25890",687911
"Gregory Soto ","PIT","RP",743.22998046875,61,-4.430063742706684,-1.7821927085739988,-4.453826122670409,-4.84954200522579,1.3620335213657098,-14.153591057811171,9.570001239713715,-3.583589818097458,"Gregory Soto","19677",642397
"Eduard Bazardo ","SEA","RP",999,68,-4.044144785621481,-3.272729084702747,-2.7002585409242257,-4.547925235630686,0.3391649408050331,-14.225892706074106,9.570001239713715,-3.65589146636039,"Eduard Bazardo","20997",660825
"Nick Pivetta ","SDP","SP",95.27999877929688,174.053,3.9091204453277384,-14.461820927081602,-4.065709517707249,5.195503835834456,-4.7941748572060945,-14.217081020832751,9.543075301912923,-3.6740057189198287,"Nick Pivetta","15454",601713
"Ben Joyce ","LAA","RP",731.5499877929688,48,-5.203943954056263,-0.4599546182203932,-2.922719989493758,-5.446141447628093,-0.4114711782721934,-14.4442311876707,9.570001239713715,-3.8742299479569864,"Ben Joyce","31461",690829
"Seranthony Domínguez ","CHW","RP",198.74000549316406,63,-4.503026425901743,-4.134985459469506,-5.209333979746335,-4.450543634713568,3.802883433346795,-14.495006066484356,9.570001239713715,-3.9250048267706408,"Seranthony Dominguez","19249",622554
"Shane Bieber ","TOR","SP",351.5899963378906,123.834,0.8614844212460229,-6.403759383613604,-3.4419129003649465,-0.9199466624996424,-4.574105166641998,-14.478239691874169,9.543075301912923,-3.935164389961245,"Shane Bieber","19427",669456
"Emmet Sheehan ","LAD","SP",111.54000091552734,151.594,3.4742953830669636,-12.0833749991667,-5.3944576920593335,3.513845524627981,-4.530064046240785,-15.019755829771876,9.543075301912923,-4.476680527858953,"Emmet Sheehan","29839",686218
"JoJo Romero ","STL","RP",482.489990234375,64,-4.314208760667464,-1.8793237148551911,-6.2334245569587265,-5.2714653163503185,2.634094940837716,-15.064327407993986,9.570001239713715,-4.49432616828027,"JoJo Romero","19574",668941
"Andrew Nardi ","MIA","RP",999,56,-4.770026549370814,-1.5638043341735655,-2.529156378426545,-4.811949908126289,-1.451603124866054,-15.126540294963267,9.570001239713715,-4.5565390552495515,"Andrew Nardi","25942",677053
"Spencer Schwellenbach ","ATL","SP",729.3099975585938,76.8974,-2.2495821229878405,-3.0688217131394815,-0.8965987488832154,-4.126353799658671,-4.7941748572060945,-15.135531241875302,9.543075301912923,-4.592455939962379,"Spencer Schwellenbach","31846",680885
"Luis Castillo ","SEA","SP",171.58999633789062,181.473,4.635115564821946,-12.460994356357729,-6.1265883006121165,3.5879759228763004,-4.7941748572060945,-15.15866602647769,9.543075301912923,-4.615590724564769,"Luis Castillo","15689",622491
"Aaron Bummer ","ATL","RP",999,60,-4.314889436214265,-0.31665327011754707,-4.712000007718252,-5.214905197056339,-0.6762618502732483,-15.23470976137965,9.570001239713715,-4.664708521665934,"Aaron Bummer","16258",607481
"Angel Zerpa ","MIL","RP",999,60,-4.463651672152771,-0.8616009166579778,-3.6651550546102296,-5.417277927752043,-0.8551448037782777,-15.262830374951298,9.570001239713715,-4.6928291352375835,"Angel Zerpa","22717",672582
"Clayton Beeter ","WSN","RP",322.489990234375,63,-4.503026425901743,-3.6517843845347318,-6.516086168605161,-4.500701394755094,3.8776790445000935,-15.29391932929664,9.570001239713715,-4.7239180895829245,"Clayton Beeter","27494",690925
"Erik Miller ","SFG","RP",999,62,-4.355058762332455,-0.7926419530071964,-6.5638619128723015,-4.4571463249670655,0.8167868746742896,-15.35192207850473,9.570001239713715,-4.781920838791015,"Erik Miller","26252",669062
"A.J. Puk ","ARI","RP",999,42,-5.426122566708106,-0.5791963588981365,-0.8159651548154693,-6.2949432892042765,-2.309895183251976,-15.426122552877963,9.570001239713715,-4.856121313164248,"A.J. Puk","19343",640462
"Shawn Armstrong ","CLE","RP",747.02001953125,68,-4.228990941703524,-5.130579014754558,-3.3634522901272383,-4.673883123847018,1.9149605621276693,-15.481944808304664,9.570001239713715,-4.91194356859095,"Shawn Armstrong","12857",542888
"Michael King ","SDP","SP",126.8499984741211,166.513,3.8739439122207564,-10.090911732477824,-8.201616661727734,3.7016956298783383,-4.7941748572060945,-15.511063709312557,9.543075301912923,-4.967988407399633,"Michael King","19853",650633
"Trey Yesavage ","TOR","SP",159.0800018310547,132.524,1.6003025373885789,-6.5976869807748715,-7.628222067944449,1.67279569719578,-4.574105166641998,-15.526915980776963,9.543075301912923,-4.9838406788640395,"Trey Yesavage","35456",702056
"Sean Manaea ","NYM","SP",292.7099914550781,132.291,1.416249600981902,-8.760941885174665,-4.4441694187310805,0.804977656411167,-4.550419468471572,-15.534303514984247,9.543075301912923,-4.991228213071324,"Sean Manaea","15873",640455
"Blake Treinen ","LAD","RP",999,58,-4.459226198943487,-3.3829687572555875,-3.2982094852395214,-5.004515262387455,0.49823613810222744,-15.646683565723823,9.570001239713715,-5.076682326010108,"Blake Treinen","12572",595014
"MacKenzie Gore ","TEX","SP",164.35000610351562,161.264,3.730288907193417,-10.224721257243935,-8.921480744883521,4.442284885015355,-4.7941748572060945,-15.767803067124778,9.543075301912923,-5.224727765211854,"MacKenzie Gore","22201",669022
"Drew Pomeranz ","LAA","RP",734.7899780273438,56,-4.853882476163612,-2.8566383462560414,-2.6354503734270756,-5.253288555872281,-0.24964746032162805,-15.848907212040636,9.570001239713715,-5.278905972326923,"Drew Pomeranz","11426",519141
"Tyler Holton ","DET","RP",999,72,-3.8800641034147194,-3.4314087441784045,-3.7433313433912656,-5.129153771240767,0.2164207046561332,-15.967537257569024,9.570001239713715,-5.397536017855309,"Tyler Holton","26231",663947
"Lucas Erceg ","KCR","RP",598.9400024414062,62,-4.3341796621735265,-2.4590874504464995,-4.475197039333988,-5.119785476452346,0.2850648545683909,-16.10318477383797,9.570001239713715,-5.533183534124256,"Lucas Erceg","19360",668674
"Kevin Ginkel ","ARI","RP",489.1499938964844,64,-4.242380717076253,-3.752066512082356,-4.7291662453722765,-4.839918189312755,1.353843753086116,-16.209687910757527,9.570001239713715,-5.63968667104381,"Kevin Ginkel","19876",656464
"Dennis Santana ","PIT","RP",149.00999450683594,68,-4.225700378636858,-6.196016535433986,-6.424313191727613,-5.040388842710902,5.672626255353991,-16.21379269315537,9.570001239713715,-5.643791453441654,"Dennis Santana","17878",642701
"Hunter Greene ","CIN","SP",207.3699951171875,82.5557,-2.1726479306405446,-6.204016433102887,-0.8205371356375186,-2.2180805722058308,-4.7941748572060945,-16.20945692879288,9.543075301912923,-5.6663816268799545,"Hunter Greene","22182",668881
"Phil Maton ","CHC","RP",735.1699829101562,65,-4.23965747381151,-4.0579455609056385,-4.386998499115556,-4.754055163578795,1.2017387159895845,-16.236917981421918,9.570001239713715,-5.666916741708202,"Phil Maton","18064",664208
"Justin Steele ","CHC","SP",565.5499877929688,82.9657,-1.8405150570747844,-3.139832124082166,-2.6458359694248808,-3.835903730094209,-4.7941748572060945,-16.256261737882138,9.543075301912923,-5.713186435969216,"Justin Steele","17312",657006
"Drew Anderson ","DET","RP",999,82.702,-2.9463017010391406,-4.0895660991975324,-4.644772997629954,-2.9198629376890874,-1.6959701961096914,-16.296473931665407,9.570001239713715,-5.726472691951693,"Drew Anderson","15130",623454
"Kyle Finnegan ","DET","RP",617.9400024414062,64,-4.358916645201044,-3.540145380874715,-4.472452962812008,-5.142502463118367,1.0296860922634778,-16.484331359742658,9.570001239713715,-5.914330120028942,"Kyle Finnegan","15009",640448
"Kirby Yates ","LAA","RP",283.9800109863281,58,-4.803500852533253,-4.24877297567417,-4.625014420127532,-4.666616932439387,1.6135708832887299,-16.730334297485616,9.570001239713715,-6.160333057771898,"Kirby Yates","9073",489446
"Joe Musgrove ","SDP","SP",233.63999938964844,158.921,3.063639172415472,-11.961629424126587,-4.933128094121733,1.9014742971788985,-4.7941748572060945,-16.723818905860046,9.543075301912923,-6.180743603947123,"Joe Musgrove","12970",605397
"Bennett Sousa ","HOU","RP",999,52,-4.889058738731824,-1.73652390794294,-2.0861079033711434,-5.570108527464215,-2.476340720687039,-16.75813979819716,9.570001239713715,-6.1881385584834465,"Bennett Sousa","21345",656986
"Tanner Banks ","PHI","RP",999,62,-4.383540272483686,-3.652088631036883,-2.8926851822693047,-5.345930209435994,-0.6225016844269491,-16.896745979652813,9.570001239713715,-6.326744739939098,"Tanner Banks","16990",621383
