Name,Team,POS,ADP,PA,mSB,mHR,mOBP,m2B,mRBIR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Francisco Lindor ","NYM","SS",26.469999313354492,644.192,3.0724256276054995,1.634029921775373,0.004653607172242777,2.599212514763193,2.4439119265688665,9.754233597885174,7.8750535419736565,18.62928713985883,"Francisco Lindor","12916",596019
"Brent Rooker ","ATH","OF/DH",44.18000030517578,607.999,-1.6520507200141528,3.0245073861577207,-0.1570113125509161,1.6532381697004317,2.925898685934764,5.7945822092278485,10.758199805967266,17.552782015195113,"Brent Rooker","19627",667670
"Matt Olson ","ATL","1B",49.040000915527344,651.293,-2.8173026890564055,3.1899856096859827,1.576437502348235,2.8719306050841213,3.8737634239886853,8.694814452050618,7.757335263785588,17.452149715836207,"Matt Olson","14344",621566
"Pete Alonso ","BAL","1B",24.360000610351562,642.471,-2.3529975934024843,4.6361009904425465,0.10886373197353111,1.7374876267358412,4.357928490713106,8.48738324646254,7.757335263785588,17.24471851024813,"Pete Alonso","19251",624413
"Zach Neto ","LAA","SS",29.719999313354492,598.581,4.136440027269668,1.4902462777287637,-1.8255058957994303,2.709224649353898,0.9515340720650853,7.461939130617985,7.8750535419736565,16.33699267259164,"Zach Neto","31347",687263
"Wyatt Langford ","TEX","OF",40.83000183105469,558.778,1.992174526042047,0.295852697185702,1.5230795988757364,0.1324913882433968,0.505731092732277,4.44932930307916,10.758199805967266,16.207529109046423,"Wyatt Langford","33333",694671
"Kyle Schwarber ","PHI","DH",23.969999313354492,626.373,-1.4089571644167806,6.027747246395313,1.935920216121255,-3.802158093564674,4.226327670363208,6.97887987489832,7.757335263785588,15.736215138683908,"Kyle Schwarber","16478",656941
"Randy Arozarena ","SEA","OF",89.45999908447266,631.303,2.663793161231264,-0.007167976186342815,-0.8137124921329362,1.1021947627426976,0.7973811052562317,3.7424885609109135,10.758199805967266,15.50068836687818,"Randy Arozarena","19290",668227
"George Springer ","TOR","OF/DH",92.94999694824219,608.582,0.413827330536392,1.4720899027941647,0.4839053405576329,-0.2447515133050265,1.5720638162543472,3.6971348768375103,10.758199805967266,15.455334682804777,"George Springer","12856",543807
"Cal Raleigh ","SEA","C/DH",18.040000915527344,614.647,-0.9408079845959215,5.382888778301617,-0.5901971193000093,-1.77363406275623,3.5745764973022536,5.65282610895171,8.642661288371848,15.295487397323559,"Cal Raleigh","21534",663728
"Jarren Duran ","BOS","OF",67.06999969482422,576.529,2.37206987076443,-2.1518432142010067,-1.136216479518907,4.597662063796921,-0.2767375655493294,3.404934675292107,10.758199805967266,15.163134481259375,"Jarren Duran","24617",680776
"Maikel Garcia ","KCR","3B",66.31999969482422,620.014,3.909126200679682,-2.682721904995423,0.32889179020698434,4.571161160219326,0.15780398956112004,6.284261235671689,7.8707052177417935,15.154966453413483,"Maikel Garcia","22715",672580
"Ian Happ ","CHC","OF",182.6999969482422,629.693,-0.9887384804400522,0.12389964845987343,0.3374731278188813,2.738314046086119,1.0176135458256426,3.228561887750463,10.758199805967266,14.986761693717728,"Ian Happ","17919",664023
"Brandon Nimmo ","TEX","OF",143.82000732421875,641.893,-0.4859921585673367,0.41433735114515113,0.07751481383696862,1.3625240568072259,1.3622570740511843,2.730641137273193,10.758199805967266,14.48884094324046,"Brandon Nimmo","12927",607043
"Mookie Betts ","LAD","SS",58.619998931884766,591.152,-0.9844642136573473,0.2783303725801539,2.120887340367664,2.022962450805176,1.9877499018521991,5.425465851947846,7.8750535419736565,14.300519393921501,"Mookie Betts","13611",605141
"Trea Turner ","PHI","SS",26.280000686645508,609.394,3.9562237624841066,-1.1541675678262815,-0.43367030833861075,2.0281394371144255,0.7947310998684924,5.191256423302131,7.8750535419736565,14.066309965275787,"Trea Turner","16252",607208
"Rafael Devers ","SFG","1B/DH",58.84000015258789,624.627,-2.5039128589060504,2.4084867492949544,1.2095652113418351,1.36326345834867,2.335332020905715,4.812734580985123,7.757335263785588,13.570069844770712,"Rafael Devers","17350",646240
"Riley Greene ","DET","OF/DH",77.83999633789062,582.17,-2.2108726789567723,1.3106833518608927,-0.5519083079405527,1.4790074242844937,1.2560195446262836,1.282929333874345,10.758199805967266,13.04112913984161,"Riley Greene","25976",682985
"CJ Abrams ","WSN","SS",64.75,593.992,4.784832903067915,-0.7179103847968996,-2.272551712276139,2.474717984320998,-0.1594111039608906,4.109677686354985,7.8750535419736565,12.984731228328641,"CJ Abrams","25768",682928
"James Wood ","WSN","OF/DH",34.5,500.886,0.46761810314680524,0.28951092070176127,1.5314953121483939,-0.3731299589983023,-0.8304008180705917,1.0850935589280666,10.758199805967266,12.843293364895331,"James Wood","29518",695578
"Jackson Merrill ","SDP","OF",70.62000274658203,585.596,-1.2595472817021207,0.3923422980135874,-1.5713427087560594,2.3658778423166513,0.9628628817201895,0.8901930315922483,10.758199805967266,12.648392837559514,"Jackson Merrill","29490",701538
"William Contreras ","MIL","C/DH",55.16999816894531,586.014,-1.43914557557272,-0.48377775184411675,2.4979194568998295,1.7358230916282351,0.5455727298428604,2.8563919509540887,8.642661288371848,12.499053239325937,"William Contreras","20503",661388
"Yandy Díaz ","TBR","1B/DH",137.4600067138672,614.32,-2.2538031991745844,-0.2895622793660401,2.933804361077553,2.3245853813527497,0.8636810465739224,3.578705310463601,7.757335263785588,12.336040574249187,"Yandy Diaz","16578",650490
"Alex Bregman ","CHC","3B",118.4000015258789,638.238,-2.3323791431581222,0.5858231378814985,1.0267409326612378,1.918559893568635,1.9307725886647316,3.1295174096179807,7.8707052177417935,12.000222627359774,"Alex Bregman","17678",608324
"Taylor Ward ","BAL","OF",149.74000549316406,610.312,-1.787239965245734,1.2059829265911415,-0.9263075788077964,0.1310737121559864,1.4174882255901244,0.04099732028372173,10.758199805967266,11.799197126250986,"Taylor Ward","17548",621493
"Manny Machado ","SDP","3B",37.529998779296875,594.006,-0.7391395023358858,1.6106337192720814,-0.7742202739415995,1.1018867767270244,1.6927884812691034,2.8919492009907244,7.8707052177417935,11.762654418732517,"Manny Machado","11493",592518
"Cody Bellinger ","NYY","OF",79.7699966430664,573.919,-0.5541379045909017,0.7410215976411719,-0.8863290477477277,-0.811943026741,1.0452342487476038,-0.4661541326908535,10.758199805967266,11.292045673276414,"Cody Bellinger","15998",641355
"Austin Riley ","ATL","3B",62.400001525878906,616.633,-2.3896107998705465,1.8772073208678701,-1.4846379265885972,1.9782186656351075,2.369038653835064,2.3502159138788983,7.8707052177417935,11.22092113162069,"Austin Riley","18360",663586
"Oneil Cruz ","PIT","OF",95.02999877929688,512.016,4.090525852208022,-0.013542855699511185,-1.1783203506854592,-2.3355239848537117,-1.1106930891503835,-0.5475544281810442,10.758199805967266,11.210645377786223,"Oneil Cruz","21711",665833
"Seiya Suzuki ","CHC","OF/DH",95.30999755859375,557.35,-1.3050315305142781,0.505287287351148,-0.11814385988341183,-0.15902325318672947,0.49883800243265936,-0.5780733538006122,10.758199805967266,11.180126452166654,"Seiya Suzuki","30116",673548
"Josh Naylor ","SEA","1B/DH",64.47000122070312,570.12,0.9277027689365626,0.37221692943666457,-0.6023968571351153,0.7028250643507203,0.88528174002053,2.285629645609362,7.757335263785588,11.04296490939495,"Josh Naylor","18839",647304
"Pete Crow-Armstrong ","CHC","OF",32.13999938964844,499.983,4.1858761622689835,-0.3243070915239407,-3.280847783359374,-0.4122653423333498,-1.0864522783958415,-0.9179963333435223,10.758199805967266,10.840203472623745,"Pete Crow-Armstrong","27769",691718
"Steven Kwan ","CLE","OF",169.0399932861328,593.645,1.4693206278269784,-3.4966623706261726,1.503895085602872,0.9049132624361869,-1.418865350578134,-1.0373987453382694,10.758199805967266,10.720801060628997,"Steven Kwan","24610",680757
"Brice Turang ","MIL","2B",51.36000061035156,613.003,3.973401328626457,-2.3643815316548937,-0.5414430638446222,0.7191577273345346,-0.449909338300152,1.3368251221613237,8.372219794769547,10.709044916930871,"Brice Turang","22186",668930
"Vinnie Pasquantino ","KCR","1B/DH",76.76000213623047,560.055,-2.727194364388916,1.3614818600007264,0.05797237081780646,2.0103279710477238,1.2461505085305398,1.9487383460078807,7.757335263785588,10.706073609793469,"Vinnie Pasquantino","27676",686469
"Roman Anthony ","BOS","OF",52.220001220703125,511.079,-0.8763182780738202,-2.0841567500830336,2.728701023493916,0.7052901279952473,-1.761195434354484,-1.2876793110221745,10.758199805967266,10.47052049494509,"Roman Anthony","31812",701350
"Masyn Winn ","STL","SS",313.75,648.973,0.308745869266079,-1.714717713251117,-1.9825686945075394,4.492888042510943,0.3531616835929349,1.4575091876112998,7.8750535419736565,10.332562729584955,"Masyn Winn","27479",691026
"Bryan Reynolds ","PIT","OF/DH",203.5500030517578,605.663,-1.6904381093144063,-0.5624445544165422,-1.2494754986508692,1.6652555019073942,0.3379076724804244,-1.4991949879939988,10.758199805967266,10.259004817973267,"Bryan Reynolds","19326",668804
"Bo Bichette ","NYM","SS",95.72000122070312,584.856,-1.608716999731413,-1.1986580391081183,0.13612776883983604,3.3667665641815496,0.45107637962345043,1.146595673805305,7.8750535419736565,10.021649215778961,"Bo Bichette","19612",666182
"Geraldo Perdomo ","ARI","SS",76.19000244140625,562.356,1.893920611507796,-3.056065826082759,2.9976794222867253,0.22117843004661258,-1.006558424697346,1.0501542130610289,7.8750535419736565,9.925207755034684,"Geraldo Perdomo","22799",672695
"Junior Caminero ","TBR","3B",16.700000762939453,518.637,-1.831756559538694,3.623974598616561,-1.1649063653822687,-1.2942679355910744,1.6501913659195273,0.9832351040240516,7.8707052177417935,9.853940321765846,"Junior Caminero","28163",691406
"Ezequiel Tovar ","COL","SS",207.69000244140625,612.02,-0.5468260819542531,-0.3502063923142085,-3.616679202138103,4.8343246309395305,0.6384657462331487,0.9590787007661147,7.8750535419736565,9.83413224273977,"Ezequiel Tovar","24064",678662
"Corey Seager ","TEX","SS",95.69000244140625,515.276,-2.4131056156710784,1.2944628675393894,2.188804451999543,-0.7820519259527149,0.48910373720240563,0.7772135151175449,7.8750535419736565,9.652267057091201,"Corey Seager","13624",608369
"Matt Chapman ","SFG","3B",165.9499969482422,592.738,-0.7592473350445176,0.25643526513298864,-0.698031046068654,1.352663802229118,0.5108479909187746,0.6626686771677098,7.8707052177417935,9.533373894909502,"Matt Chapman","16505",656305
"Nick Kurtz ","ATH","1B",18.389999389648438,493.199,-2.094178145716266,3.2522651395973354,1.538152706951795,-2.629442562932888,0.6416628920367647,0.7084600299367416,7.757335263785588,9.46579529372233,"Nick Kurtz","35110",701762
"Jose Altuve ","HOU","2B/OF/DH",115.69000244140625,589.296,0.22059996437096327,-0.33041460041642495,-0.3534828471892544,0.2574173342113622,0.24292058052254428,0.037040431499190396,8.372219794769547,9.409260226268737,"Jose Altuve","5417",514888
"Jazz Chisholm Jr. ","NYY","2B/3B",19.920000076293945,545.576,4.193241565457894,1.5326671730871622,-1.8808556582993154,-3.8898588748062504,-0.029479904197324838,-0.07428569875783507,8.372219794769547,9.297934096011712,"Jazz Chisholm Jr.","20454",665862
"Gleyber Torres ","DET","2B",249.60000610351562,637.404,-1.764739850606809,-1.2710174414192623,1.190323872847557,1.3688718601836907,0.37050098086876615,-0.10606057812605721,8.372219794769547,9.26615921664349,"Gleyber Torres","16997",650402
"Teoscar Hernández ","LAD","OF",129.33999633789062,548.266,-1.5900877595355565,1.4285339554912908,-2.703774930032217,-0.2896199035043365,0.5960605328768251,-2.5588881047039944,10.758199805967266,9.199311701263271,"Teoscar Hernandez","13066",606192
"Byron Buxton ","MIN","OF",72.25,488.814,0.7819218790809566,1.3066116792659033,-1.9341742497005112,-2.103297826959764,-0.719813998432204,-2.6687525167456196,10.758199805967266,9.089447289221646,"Byron Buxton","14161",621439
"Willy Adames ","SFG","SS",129.22999572753906,620.458,-0.17770991378881112,0.7789035584150994,-1.8226116641190167,0.5534318629239156,0.8734636535276674,0.20547749695885453,7.8750535419736565,9.080531038932511,"Willy Adames","15986",642715
"Alec Burleson ","STL","1B/OF/DH",176.25999450683594,540.963,-1.542856246350478,-0.3694978191932833,-0.2990222053564304,-0.6904061024645805,-0.36754749312736473,-3.2693298664921366,10.758199805967266,8.488869939475126,"Alec Burleson","27615",676475
"Nico Hoerner ","CHC","2B",104.51000213623047,585.13,3.3022662002389906,-4.418273940101488,0.37187574966215314,1.5874772777585466,-1.9870732360421928,-1.1437279484839908,8.372219794769547,8.228491846285555,"Nico Hoerner","21479",663538
"Jakob Marsee ","MIA","OF",137.57000732421875,524.252,5.574813285500016,-3.1802913092263254,-0.5136957399197288,-2.7586215371630844,-2.823400067670556,-3.701195368479679,10.758199805967266,8.057004437487588,"Jakob Marsee","31370",805300
"Munetaka Murakami ","CHW","1B",999,587.261,-0.8461834474701425,3.4632020980123395,-0.3783655581651351,-4.843045029816162,1.7627081922457795,-0.84168374519332,7.757335263785588,7.915651518592269,"Munetaka Murakami","sa3063258",808959
"Jeremy Peña ","HOU","SS",111.26000213623047,565.065,0.9254177762939326,-1.4648987006214838,-1.0411311678226172,1.2011123476543153,-0.6649003641225578,-1.0444001086184107,7.8750535419736565,7.830653433355246,"Jeremy Pena","21636",665161
"Marcus Semien ","NYM","2B",258.0199890136719,668.308,-0.5949716691062673,0.1095144724703522,-2.7920496412027056,0.19202673079977117,1.313612848563085,-1.7718672584757649,8.372219794769547,7.600352536293783,"Marcus Semien","12533",543760
"Michael Harris II ","ATL","OF",100.16000366210938,492.535,1.0977043757110228,-0.7071627224421142,-2.322076747843125,-1.338580305235372,-1.4305204668668032,-4.700635866676391,10.758199805967266,7.0575639392908736,"Michael Harris II","25931",671739
"Eugenio Suárez ","CIN","3B",101.02999877929688,567.503,-2.3413845855238606,3.7289417579102806,-2.726760221706402,-2.2284706319479253,1.5061864987920257,-2.061487182475882,7.8707052177417935,6.8092180352659115,"Eugenio Suarez","12552",553993
"Ceddanne Rafaela ","BOS","2B/OF",129.63999938964844,502.85,1.5987568855799397,-1.9917719248793655,-3.432839673774219,0.9135415729516035,-2.328078317124673,-5.240391457246714,10.758199805967266,6.517808348720552,"Ceddanne Rafaela","24262",678882
"Tyler Soderstrom ","ATH","1B/OF",83.16999816894531,462.956,-1.7922132146874905,0.18824811769794864,-0.5869384346987129,-1.9101471009245305,-1.4250380759526986,-5.526088708565485,10.758199805967266,6.232111097401781,"Tyler Soderstrom","27467",691016
"Xander Bogaerts ","SDP","SS",239.49000549316406,554.843,1.0421662105445493,-2.552322070304201,-0.18800095449011697,0.6236914666290836,-1.6558987374117702,-2.7303640850324555,7.8750535419736565,6.144689456941201,"Xander Bogaerts","12161",593428
"Lawrence Butler ","ATH","OF",156.80999755859375,478.008,1.1935922858585544,-0.8570882516038674,-2.0456891967897453,-1.866943245832827,-2.3535672232857126,-5.929695631653598,10.758199805967266,5.828504174313668,"Lawrence Butler","22542",671732
"Shea Langeliers ","ATH","C",54.7400016784668,492.493,-1.728637325766046,1.759557245202985,-2.293240076041933,-1.3931232179880713,-0.2754037734511885,-3.9308471480442533,8.642661288371848,5.711814140327595,"Shea Langeliers","25816",669127
"Nolan Schanuel ","LAA","1B",570.72998046875,558.658,-1.5258668530567403,-1.8401447726959728,2.8350557670275944,-1.4655398993220934,-1.1386210549966558,-3.135116813043867,7.757335263785588,5.622218450741721,"Nolan Schanuel","33189",694384
"Andy Pages ","LAD","OF",134.35000610351562,485.715,-0.7617205005357609,-0.2496113792653903,-2.5845324989779646,-1.1827146954028607,-1.3678490846123688,-6.146428158794344,10.758199805967266,5.611771647172921,"Andy Pages","24816",681624
"Salvador Perez ","KCR","C/1B/DH",91.72000122070312,563.481,-2.970314758331096,1.5552625369218336,-3.4485047143625294,-0.1593935417170232,0.8513832050979284,-4.171567272390887,8.642661288371848,5.471094015980962,"Salvador Perez","7304",521692
"Luke Keaschall ","MIN","2B",124.2300033569336,479.307,2.2219074248384563,-3.866668933430326,1.2501440058442106,-0.582921334033023,-3.1652595520932247,-4.142798388873907,8.372219794769547,5.229421405895641,"Luke Keaschall","33321",807712
"Ozzie Albies ","ATL","2B",154.1300048828125,548.959,-0.44717471483445564,-1.4945029942983745,-1.6947169089040062,0.7727155550447382,-1.332731019847151,-4.1964100828392485,8.372219794769547,5.1758097119303,"Ozzie Albies","16556",645277
"Brendan Donovan ","SEA","2B",269.6600036621094,544.974,-1.4819686142281607,-3.1213494558965125,1.2049970115883206,1.1196359402791056,-1.9694372963722118,-4.248122414629458,8.372219794769547,5.124097380140089,"Brendan Donovan","24679",680977
"Spencer Torkelson ","DET","1B",182.74000549316406,569.68,-2.5734296197426643,0.6922595623955489,-1.7154130170848576,0.1801328281029068,-0.2575561556283448,-3.6740064019574117,7.757335263785588,5.083328861828176,"Spencer Torkelson","27465",679529
"Michael Busch ","CHC","1B",105.9800033569336,517.57,-2.173990672445425,0.7341126134833512,-0.184511280263475,-1.7813372397054839,-0.5770854260499029,-3.9828120049809352,7.757335263785588,4.774523258804653,"Michael Busch","26319",683737
"Luis Arraez ","SFG","1B/DH",282.989990234375,591.681,-0.5655359493447811,-5.055121475122116,0.9447505310952137,2.4564751027285254,-1.7851483921191473,-4.004580182762305,7.757335263785588,4.752755081023283,"Luis Arraez","18568",650333
"Adley Rutschman ","BAL","C",150.8300018310547,544.55,-2.799963804433142,-1.434692823048054,0.6604503596387958,-0.5681920791613377,-0.7809974077885752,-4.923395754792313,8.642661288371848,4.719265533579536,"Adley Rutschman","26288",668939
"Adolis García ","PHI","OF",217.22000122070312,500,-0.5063417446768438,0.2649465632247663,-3.6956011371061512,-1.6806939926907827,-1.6436485052089116,-7.261338816457923,10.758199805967266,4.496860989509342,"Adolis Garcia","19287",666969
"Dylan Crews ","WSN","OF",170.77000427246094,503.312,2.7249226749375963,-1.5545798995726627,-2.7315948689247977,-2.9955932658405113,-2.8590077754987107,-7.415853134899087,10.758199805967266,4.34234667106818,"Dylan Crews","33541",686611
"Xavier Edwards ","MIA","2B/SS",186.07000732421875,557.51,3.7768401753719725,-5.596880876984943,1.6203595509696862,-1.5855968449964817,-2.7514064235110767,-4.536684419150843,7.8750535419736565,4.338369122822813,"Xavier Edwards","22266",669364
"Luis Robert Jr. ","NYM","OF",106.58000183105469,477.447,3.706248182316434,-1.2398776764635857,-3.6742443877700555,-3.582628717942799,-2.670965063171527,-7.461467663031532,10.758199805967266,4.296732142935735,"Luis Robert Jr.","20043",673357
"Heliot Ramos ","SFG","OF",219.00999450683594,525.737,-1.5302216188509772,-0.8979736756834797,-1.2820712183997245,-1.9477413786620694,-1.8361166825865993,-7.49412457418285,10.758199805967266,4.264075231784416,"Heliot Ramos","22515",671218
"Kyle Stowers ","MIA","OF",132.1699981689453,494.469,-2.0729145497313928,-0.28949543671086914,-1.4012143429578652,-2.2191652224056857,-1.7362727123185753,-7.719062264124389,10.758199805967266,4.0391375418428765,"Kyle Stowers","26151",669065
"Bryson Stott ","PHI","2B",186.9199981689453,527.762,2.6371531157397077,-2.958941856627465,-0.9151603447695834,-1.7207545095919927,-2.458864286453604,-5.416567881702939,8.372219794769547,3.9556519130666095,"Bryson Stott","26294",681082
"Wilyer Abreu ","BOS","OF",207.49000549316406,429.527,-1.186804760117165,-1.1557698817602386,-0.043704793743328564,-2.5789046439030803,-2.947724726184688,-7.912908805708501,10.758199805967266,3.8452910002587655,"Wilyer Abreu","23772",677800
"Daulton Varsho ","TOR","OF",199.88999938964844,518.521,-1.1973961483749112,0.38766967811877456,-4.140587871666449,-2.564422248051591,-1.0798767053255174,-8.594613295299691,10.758199805967266,3.1635865106675727,"Daulton Varsho","19918",662139
"Jacob Wilson ","ATH","SS",190.3300018310547,474.569,-1.8207080702059102,-3.3346555089897936,1.1019205331388848,1.3249297790696868,-3.000065994844323,-5.728579261831455,7.8750535419736565,3.1464742801422014,"Jacob Wilson","33266",805779
"Ben Rice ","NYY","C/1B/DH",53.4900016784668,464.664,-2.073290895428619,0.665391361403659,-0.3805465984158652,-3.6115335581694454,-1.1673642380890734,-6.567343928699344,8.642661288371848,3.0753173596725034,"Ben Rice","29576",700250
"Hunter Goodman ","COL","C/DH",64.4800033569336,468.571,-2.439718742703365,0.8697860153692093,-2.7969062246507677,-1.1373549382014467,-1.1476642533160935,-6.651858143502464,8.642661288371848,2.9908031448693846,"Hunter Goodman","29715",696100
"TJ Friedl ","CIN","OF",261.6600036621094,512.243,-0.43986289219780705,-2.4288305831740837,0.3583157880742819,-3.651286089054982,-2.6497485399366023,-8.811412316289193,10.758199805967266,2.9467874896780737,"TJ Friedl","19522",670770
"Addison Barger ","TOR","3B/OF",196.75,438.957,-2.231571820487375,-1.5825818793155964,-1.4417289248805005,-0.7813736514067482,-2.9425118770015644,-8.979768153091786,10.758199805967266,2.778431652875481,"Addison Barger","24598",680718
"Jo Adell ","LAA","OF",119.16000366210938,459.514,-1.1615625517605725,1.436377463628074,-3.108376177614233,-4.412120871047437,-1.9551039753571,-9.200786112151269,10.758199805967266,2.557413693815997,"Jo Adell","20220",666176
"Alec Bohm ","PHI","3B",246.5,532.437,-2.412756188433122,-2.3786664436616585,-0.6150903742399474,0.4071196971729836,-1.3555992186346884,-6.354992527796432,7.8707052177417935,2.5157126899453606,"Alec Bohm","21618",664761
"Kazuma Okamoto ","TOR","3B",999,516.096,-2.42119711225302,0.15714209236821566,-1.4479248485463239,-1.3626772721639173,-1.2868792613410187,-6.361536401936065,7.8707052177417935,2.5091688158057286,"Kazuma Okamoto","sa3063134",672960
"Iván Herrera ","STL","DH",169.89999389648438,472.125,-1.2042511263028008,-1.8840342966779857,2.2396498257231365,-3.148622347979058,-2.3119402384325602,-6.3091981836692685,7.757335263785588,2.4481370801163194,"Ivan Herrera","20599",671056
"Will Smith ","LAD","C",98.31999969482422,472.159,-2.365417065502532,-1.1525989935182683,1.103547381437198,-3.120025493768085,-1.7779480388952187,-7.312442210246906,8.642661288371848,2.3302190781249434,"Will Smith","19197",669257
"Kevin McGonigle ","DET","SS",999,474.019,-0.28556038723606186,-2.9401176917378713,0.6949668997276828,-0.8763473695909514,-3.2220552175924215,-6.629113766429622,7.8750535419736565,2.2459397755440333,"Kevin McGonigle","sa3022895",805808
"Caleb Durbin ","BOS","3B",224.30999755859375,445.419,1.7370916168688242,-4.048367959578449,0.2805978486721805,-0.39186538311202285,-4.265683078756326,-6.688226955905794,7.8707052177417935,2.1824782618359997,"Caleb Durbin","29646",702332
"Brenton Doyle ","COL","OF",167.77999877929688,486.384,1.4693206278269784,-1.8217878697958603,-3.5491525161870126,-2.614527576036484,-3.0659147467427634,-9.582062080935142,10.758199805967266,2.176137725032123,"Brenton Doyle","25479",686668
"Luis García Jr. ","WSN","2B",252.25,458.648,0.25925615371450134,-2.204744082995149,-1.7648808385542651,-0.6589738960787869,-2.9532063846484373,-7.322549048562136,8.372219794769547,2.0496707462074113,"Luis Garcia Jr.","20391",671277
"Jonathan India ","KCR","2B/3B/OF/DH",606.1300048828125,473.583,-1.6803304842246891,-3.522962727347466,0.31458135167174844,-1.1385868822641383,-3.9832597433659687,-10.010558485530515,10.758199805967266,1.7476413204367507,"Jonathan India","21523",663697
"Andrés Giménez ","TOR","2B",372.2200012207031,524.773,1.4379490862945397,-3.1692107067891166,-2.445187907104363,-0.9373615152302133,-2.655066861970979,-7.768877904800132,8.372219794769547,1.6033418899694147,"Andres Gimenez","19950",665926
"Isaac Paredes ","HOU","3B",236.8300018310547,472.152,-2.7130544822836478,-0.26082566701294113,1.0837345003083334,-3.806842537352676,-1.5976722301422719,-7.294660416483201,7.8707052177417935,1.576044801258591,"Isaac Paredes","20036",670623
